,Client,Municipal Decision,Subject,Position,Narrative,City Official
1397,Bridge Association of Realtors,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Oppose,Tenant Opportunity to Purchase Act.  Receiving information on timelines and providing information on infeasibility of policy in Oakland.,"City Council - Chief of Staff, Council District 2"
1398,Equity and General Trade Association,Information only,Cannabis regulation/taxation,Informational meeting,Rational cannabis tax and regulatory policy,City Administrator's Office - Assistant to the City Administrator
1399,JT Supply,Information only,Cannabis regulation/taxation,Informational meeting,Rational cannabis tax and regulatory policy,City Administrator's Office - Assistant to the City Administrator
1400,Patient Mutual Assistance Collective Corporation,Information only,Cannabis regulation/taxation,Informational meeting,Rational cannabis tax and regulatory policy,City Administrator's Office - Assistant to the City Administrator
1401,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Oppose,Appeal of 1396 5th Street,Planning & Building Department - Director of Planning & Building
1402,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Informational meeting,Impact Fee Schedule Update,Office of the Mayor - Policy Director for Housing Security
1403,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Informational meeting,Impact Fee Schedule Update,Planning & Building Department - Planner V
1404,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Informational meeting,Impact Fee Schedule Update,Planning & Building Department - Planner IV
1405,Avni  Desai,Information only,Elections,Informational meeting,Discussion of democracy vouchers and proposal,"City Council - Council Member, District 4"
1406,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Libby Schaaf, Mayor"
1407,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Nikki Fortunato Bas, Council Member, District 2"
1408,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Noel Gallo, Council Member, District 5"
1409,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Dan Kalb, Council Member, District 1"
1410,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Rebecca Kaplan, Council Member, At-Large"
1411,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Barbara Parker, City Attorney"
1412,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Sheng Thao, Council Member, District 4"
1413,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Loren Taylor, Council Member, District 6"
1414,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Ces Butner, Board of Port"
1415,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Andreas Cluver, Board of Port"
1416,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Arabella Martinez, Board of Port"
1417,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"YuiHay Lee, Board of Port"
1418,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Joan Story, Board of Port"
1419,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Tom Limon, City Planning Commission"
1420,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Clark Manus, City Planning Commission"
1421,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Carroll Fife, Council Member, District 3"
1422,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Treva Reid, Council Member, District 7"
1423,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Johnathan Fearn, City Planning Commission"
1424,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Leopold Ray-Lynch, City Planning Commission"
1425,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - City Administrator
1426,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects
1427,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Assistant City Administrator
1428,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Deputy City Administrator
1429,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Port of Oakland - EXECUTIVE DIRECTOR
1430,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,OAKLAND - ALAMEDA COLISEUM JPA COMMISSION - City Planning Commission
1431,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"City Council - Chief of Staff, Council District 1"
1432,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Director of Planning & Building
1433,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Department of Transportation - Director of Transportation
1434,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the City Attorney - City Attorney
1435,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Office of the City Attorney - City Attorney, Assistant"
1436,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Office of the City Attorney - Deputy City Attorney IV, Senior"
1437,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Chief of Staff
1438,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Planning & Building Department - Assistant Director, Planning & Building"
1439,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Race and Equity Department - Director of Race and Equity
1440,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Deputy Director/Building Official
1441,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Deputy Director/City Planner
1442,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Department of Transportation - Transportation Planner
1443,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Economic & Workforce Development Department - Director of Economic & Workforce Dev
1444,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"City Council - Chief of Staff, Council District 2"
1445,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"City Council - Chief of Staff, Council District 3"
1446,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"City Council - Chief of Staff, Council Member At Large"
1447,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Deputy Chief of Staff/Legislative Director
1448,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Finance Department - Director of Finance
1449,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Oakland Public Works - Director of Public Works
1450,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Director of Transportation Policy
1451,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING
1452,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Libby Schaaf, Mayor"
1453,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Nikki Fortunato Bas, Council Member, District 2"
1454,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Noel Gallo, Council Member, District 5"
1455,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Dan Kalb, Council Member, District 1"
1456,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Rebecca Kaplan, Council Member, At-Large"
1457,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Barbara Parker, City Attorney"
1458,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Sheng Thao, Council Member, District 4"
1459,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Loren Taylor, Council Member, District 6"
1460,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Ces Butner, Board of Port"
1461,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Andreas Cluver, Board of Port"
1462,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Arabella Martinez, Board of Port"
1463,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"YuiHay Lee, Board of Port"
1464,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Joan Story, Board of Port"
1465,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Tom Limon, City Planning Commission"
1466,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Clark Manus, City Planning Commission"
1467,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Carroll Fife, Council Member, District 3"
1468,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Treva Reid, Council Member, District 7"
1469,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Johnathan Fearn, City Planning Commission"
1470,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Leopold Ray-Lynch, City Planning Commission"
1471,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - City Administrator
1472,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects
1473,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Assistant City Administrator
1474,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Deputy City Administrator
1475,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Port of Oakland - EXECUTIVE DIRECTOR
1476,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,OAKLAND - ALAMEDA COLISEUM JPA COMMISSION - City Planning Commission
1477,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"City Council - Chief of Staff, Council District 1"
1478,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Director of Planning & Building
1479,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Department of Transportation - Director of Transportation
1480,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the City Attorney - City Attorney
1481,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Office of the City Attorney - City Attorney, Assistant"
1482,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Office of the City Attorney - Deputy City Attorney IV, Senior"
1483,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Chief of Staff
1484,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Planning & Building Department - Assistant Director, Planning & Building"
1485,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Race and Equity Department - Director of Race and Equity
1486,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Deputy Director/Building Official
1487,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Deputy Director/City Planner
1488,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Department of Transportation - Transportation Planner
1489,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Economic & Workforce Development Department - Director of Economic & Workforce Dev
1490,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"City Council - Chief of Staff, Council District 2"
1491,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"City Council - Chief of Staff, Council District 3"
1492,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"City Council - Chief of Staff, Council Member At Large"
1493,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Deputy Chief of Staff/Legislative Director
1494,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Finance Department - Director of Finance
1495,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Oakland Public Works - Director of Public Works
1496,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Director of Transportation Policy
1497,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING
1498,AT&T,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Wireless permit application,Planning & Building Department - Director of Planning & Building
1499,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"Sheng Thao, Council Member, District 4"
1500,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"City Council - Chief of Staff, Council District 3"
1501,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"Dan Kalb, Council Member, District 1"
1502,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"Treva Reid, Council Member, District 7"
1503,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,Race and Equity Department - Director of Race and Equity
1504,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"City Council - Council Member Aide, Council District 4"
1505,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"Libby Schaaf, Mayor"
1506,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,Office of the Mayor - Mayor
1507,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,Office of the Mayor - Policy Director for Housing Security
1508,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,Finance Department - Director of Finance
1509,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"Rebecca Kaplan, Council Member, At-Large"
1510,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"Nikki Fortunato Bas, Council Member, District 2"
1511,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"Noel Gallo, Council Member, District 5"
1512,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"City Council - Council Member, District 1"
1513,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"City Council - Council Member, District 2"
1514,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"City Council - Chief of Staff, Council District 2"
1515,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"City Council - Policy Analyst & Community Liaison, Council District 2"
1516,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"City Council - Council Member, At-Large"
1517,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,"City Council - Council Member, District 5"
1518,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Equity efforts relating to potentially setting up an EIFD for affordable housing and to learn about City efforts to do the same.,Human Services Department - Director of Human Services
1519,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"Sheng Thao, Council Member, District 4"
1520,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"City Council - Chief of Staff, Council District 3"
1521,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"Dan Kalb, Council Member, District 1"
1522,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"Treva Reid, Council Member, District 7"
1523,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Race and Equity Department - Director of Race and Equity
1524,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Office of the Mayor - Chief of Staff
1525,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"Loren Taylor, Council Member, District 6"
1526,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,City Administrator's Office - City Administrator
1527,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Finance Department - Administrative Assistant I
1528,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Economic & Workforce Development Department - Director of Economic & Workforce Dev
1529,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"Economic & Workforce Development Department - Deputy Director, Economic/Workforce Dev"
1530,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Economic & Workforce Development Department - Office Assistant II
1531,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Finance Department - Director of Finance
1532,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Department of Workplace and Employment Standards - Director of Workplace & Employment Stnd
1533,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Department of Workplace and Employment Standards - Contract Compliance Officer
1534,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Department of Workplace and Employment Standards - Contract Compliance Field Technician
1535,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Department of Workplace and Employment Standards - Contract Compliance Supervisor
1536,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"Oakland Public Works - Assistant Director, Public Works Agency"
1537,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"City Council - Council Member, District 7"
1538,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,"Oakland Public Works - Engineer, Transportation"
1539,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,CEO Action for Racial Equity efforts relating to addressing racial equity disparities in city contracting and to learn about City efforts to do the same. Participate in Contracting Disparity Task Force/ Contracting Opportunities Committee meetings and L/SLBE subcommittee meetings.,Department of Transportation - Director of Transportation
