,Client,Municipal Decision,Subject,Position,Narrative,office_name,official_name
1746,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Deputy City Administrator,
1747,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Port of Oakland - EXECUTIVE DIRECTOR,
1748,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Port of Oakland - DIRECTOR OF MARITIME,
1749,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,OAKLAND - ALAMEDA COLISEUM JPA COMMISSION - City Planning Commission,
1750,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Council District 1,City Council - Chief of Staff
1751,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Director of Planning & Building,
1752,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Department of Transportation - Director of Transportation,
1753,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the City Attorney - City Attorney,
1754,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Assistant,Office of the City Attorney - City Attorney
1755,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Senior,Office of the City Attorney - Deputy City Attorney IV
1756,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Chief of Staff,
1757,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building,Planning & Building Department - Assistant Director
1758,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Race and Equity Department - Director of Race and Equity,
1759,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Deputy Director/City Planner,
1760,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Deputy Director/Building Official,
1761,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Department of Transportation - Transportation Planner,
1762,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Economic & Workforce Development Department - Director of Economic & Workforce Dev,
1763,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Council District 2,City Council - Chief of Staff
1764,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Council District 3,City Council - Chief of Staff
1765,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Council Member At Large,City Council - Chief of Staff
1766,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Deputy Chief of Staff/Legislative Director,
1767,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Finance Department - Director of Finance,
1768,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Oakland Public Works - Director of Public Works,
1769,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Director of Transportation Policy,
1770,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING,
1771,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Mayor,Libby Schaaf
1772,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 2",Nikki Fortunato Bas
1773,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 5",Noel Gallo
1774,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 1",Dan Kalb
1775,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, At-Large",Rebecca Kaplan
1776,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Attorney,Barbara Parker
1777,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 4",Sheng Thao
1778,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 6",Loren Taylor
1779,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Board of Port,Ces Butner
1780,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Board of Port,Andreas Cluver
1781,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Board of Port,Arabella Martinez
1782,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Board of Port,YuiHay Lee
1783,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Board of Port,Joan Story
1784,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Planning Commission,Tom Limon
1785,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Planning Commission,Clark Manus
1786,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Planning Commission,Vince Sugrue
1787,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Planning Commission,Jennifer Renk
1788,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Planning Commission,Sahar Shirazi
1789,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Planning Commission,Johnathan Fearn
1790,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Planning Commission,Leopold Ray-Lynch
1791,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 3",Carroll Fife
1792,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,"Council Member, District 7",Treva Reid
1793,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - City Administrator,
1794,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects,
1795,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Assistant City Administrator,
1796,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Deputy City Administrator,
1797,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Port of Oakland - EXECUTIVE DIRECTOR,
1798,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,OAKLAND - ALAMEDA COLISEUM JPA COMMISSION - City Planning Commission,
1799,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Council District 1,City Council - Chief of Staff
1800,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Council District 2,City Council - Chief of Staff
1801,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Council District 3,City Council - Chief of Staff
1802,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Council District 5,City Council - Chief of Staff
1803,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Council District 6,City Council - Chief of Staff
1804,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Council Member At Large,City Council - Chief of Staff
1805,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Chief of Staff,
1806,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Deputy Chief of Staff/Legislative Director,
1807,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Director of Planning & Building,
1808,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Department of Transportation - Director of Transportation,
1809,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the City Attorney - City Attorney,
1810,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Assistant,Office of the City Attorney - City Attorney
1811,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Senior,Office of the City Attorney - Deputy City Attorney IV
1812,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building,Planning & Building Department - Assistant Director
1813,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Race and Equity Department - Director of Race and Equity,
1814,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Deputy Director/Building Official,
1815,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Planning & Building Department - Deputy Director/City Planner,
1816,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Department of Transportation - Transportation Planner,
1817,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Economic/Workforce Dev,Economic & Workforce Development Department - Deputy Director
1818,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Finance Department - Director of Finance,
1819,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Oakland Public Works - Director of Public Works,
1820,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Director of Transportation Policy,
1821,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of the new ballpark and mixed use development at Howard Terminal.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING,
1822,"Verizon Communications, Inc. and its Affiliates","Other Permits, Administrative Decisions",Technology,Support,Permit Process & Narrow Band Trenching,Public Works Agency,Department of Transportation - Assistant Director
1823,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - EXECUTIVE DIRECTOR,
1824,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF MARITIME,
1825,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING,
1826,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - UTILITIES SUPERVISOR,
1827,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - PORT ASSOCIATE ENVIRONMENTAL SCIENTIST,
1828,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Andreas Cluver
1829,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Michael Colbruno
1830,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Ces Butner
1831,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Joan Story
1832,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - EXECUTIVE DIRECTOR,
1833,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF MARITIME,
1834,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING,
1835,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - UTILITIES SUPERVISOR,
1836,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - PORT ASSOCIATE ENVIRONMENTAL SCIENTIST,
1837,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Andreas Cluver
1838,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Michael Colbruno
1839,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Ces Butner
1840,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Joan Story
1841,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - EXECUTIVE DIRECTOR,
1842,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF MARITIME,
1843,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING,
1844,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - UTILITIES SUPERVISOR,
1845,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - PORT ASSOCIATE ENVIRONMENTAL SCIENTIST,
1846,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Andreas Cluver
1847,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Michael Colbruno
1848,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Ces Butner
1849,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Board of Port,Joan Story
1850,Oakland Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter","Taxes, Local",Oppose,"meeting with Council President Bas and members of the Oakland Multicultural Chambers of Commerce regarding her proposed 40 million dollar Business Tax Ballot Measure  Jan 12, 2022.","Council Member, District 2",Nikki Fortunato Bas
1851,Oakland Chamber of Commerce,"Land Use (Permit, Zoning, Study)",Economic Development,Informational meeting,Discussion regarding IKE Kiosk program for the City of Oakland.,"Council Member, District 5",Noel Gallo
1852,Oakland Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter","Taxes, Local",Informational meeting,Meeting regarding Oakland Business License Tax and Oaklanders together Ballot intiative.,"Council Member, District 4",Sheng Thao
1853,Oakland Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter","Taxes, Local",Informational meeting,Clarifying questions regarding business tax measure staff report and scheduling.,City Administrator's Office - Budget Administrator,
1854,Oakland Chamber of Commerce,"Other Permits, Administrative Decisions",Economic Development,Informational meeting,Discussion regarding IKE Kiosk program  in Oakland PROW,"Council Member, District 1",Dan Kalb
1855,Oakland Chamber of Commerce,"Other Permits, Administrative Decisions",Economic Development,Informational meeting,Discussion regarding IKE Kiosk program  in Oakland PROW,"Council Member, District 6",Loren Taylor
1856,Oakland Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter","Taxes, Local",Oppose,March 28th meeting with Five Chamber One Oakland Coalition and Councilmembers Nikki Bas and Carol Fife opposing their 40 million dollar Business License Tax proposal.  Meeting at the Council President's request.,"Council Member, District 2",Nikki Fortunato Bas
1857,Oakland Chamber of Commerce,"Ordinance, Policy, or Other Legislative Matter","Taxes, Local",Oppose,March 28th meeting with Five Chamber One Oakland Coalition and Councilmembers Nikki Bas and Carol Fife opposing their 40 million dollar Business License Tax proposal.  Meeting at the Council President's request.,"Council Member, District 3",Carroll Fife
1858,"Lyft, Inc.","Ordinance, Policy, or Other Legislative Matter",Transportation,Oppose,Opposition to AB 371,Office of the Mayor - Special Assistant to the Mayor III,
1859,Pacific Gas and Electric Company,"Ordinance, Policy, or Other Legislative Matter",Public Utilities,Support,Urged modification of Gross Receipts Tax,"Council Member, District 2",Nikki Fortunato Bas
1860,Pacific Gas and Electric Company,"Ordinance, Policy, or Other Legislative Matter",Public Utilities,Support,Urged modification of Gross Receipts Tax,"Council Member, District 3",Carroll Fife
1861,The Clorox Company,"Ordinance, Policy, or Other Legislative Matter","Taxes, Local",Informational meeting,Oakland Business License Tax,"Council Member, District 2",Nikki Fortunato Bas
1862,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,"Council Member, District 2",Nikki Fortunato Bas
1863,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,"Council Member, District 5",Noel Gallo
1864,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,"Council Member, District 1",Dan Kalb
1865,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,"Council Member, At-Large",Rebecca Kaplan
1866,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,Mayor,Libby Schaaf
1867,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,"Council Member, District 6",Loren Taylor
1868,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,"Council Member, District 4",Sheng Thao
1869,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,City Planning Commission,Clark Manus
1870,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,"Council Member, District 3",Carroll Fife
1871,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,City Planning Commission,Tom Limon
1872,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,"Council Member, District 7",Treva Reid
1873,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,City Planning Commission,Johnathan Fearn
1874,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,City Planning Commission,Jennifer Renk
1875,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose redevelopment of Howard Terminal,City Planning Commission,Vince Sugrue
1876,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,"Monitor transition to North Gateway, Oakland Army Base","Council Member, District 1",Dan Kalb
1877,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,"Monitor transition to North Gateway, Oakland Army Base","Council Member, District 2",Nikki Fortunato Bas
1878,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,"Monitor transition to North Gateway, Oakland Army Base","Council Member, District 3",Carroll Fife
1879,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,"Monitor transition to North Gateway, Oakland Army Base","Council Member, District 4",Sheng Thao
1880,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,"Monitor transition to North Gateway, Oakland Army Base","Council Member, At-Large",Rebecca Kaplan
1881,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 1",Dan Kalb
1882,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 2",Nikki Fortunato Bas
1883,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 3",Carroll Fife
1884,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 4",Sheng Thao
1885,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 5",Noel Gallo
1886,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 6",Loren Taylor
1887,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 7",Treva Reid
1888,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, At-Large",Rebecca Kaplan
1889,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 1",Dan Kalb
1890,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 2",Nikki Fortunato Bas
1891,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 3",Carroll Fife
1892,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 4",Sheng Thao
1893,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 5",Noel Gallo
1894,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 6",Loren Taylor
1895,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 7",Treva Reid
1896,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, At-Large",Rebecca Kaplan
1897,California Common Cause,Information only,Elections,Informational meeting,Met with Councilmember Kaplan and staff to determine whether they would support a Democracy Vouchers/Dollars program in Oakland in hopes that they would support any future Democracy Dollars/Vouchers ordinance.,"Council Member, At-Large",Rebecca Kaplan
1898,California Common Cause,Information only,Elections,Informational meeting,"Met with Councilmember Kalb and staff to determine whether they would support a Democracy Vouchers/Dollars program in Oakland in hopes that they would support a future ordinance. Also, met to determine if they would champion an ordinance in Oakland in hopes that they would.","Council Member, District 1",Dan Kalb
1899,California Common Cause,Information only,Elections,Informational meeting,"Met with Councilmember Bas and staff to determine whether they would support a Democracy Vouchers/Dollars program in Oakland in hopes that they would support a future ordinance. Also, met to determine if they would champion an ordinance in Oakland in hopes that they would.","Council Member, District 2",Nikki Fortunato Bas
1900,California Common Cause,Information only,Elections,Informational meeting,"Emailed with Councilmember Thao information on a Democracy Vouchers/Dollars program in Oakland in hopes that they would support a future ordinance. Also, emailed information to determine if they would champion an ordinance in Oakland, in the future, in hopes that they would.","Council Member, District 4",Sheng Thao
1901,California Common Cause,Information only,Elections,Informational meeting,Met with Councilmember Taylor and staff to determine whether they would support a Democracy Vouchers/Dollars program in Oakland in hopes that they would support a future ordinance.,"Council Member, District 6",Loren Taylor
1902,California Common Cause,Information only,Elections,Informational meeting,Traded emails with Councilmember Kalb and staff to provide more information on a Democracy Dollars/Vouchers program. This was all done in hopes that they would champion a future Democracy Dollars/Vouchers ordinance.,"Council Member, District 1",Dan Kalb
